"Incident-based crime statistics, by detailed violations, police services in the Atlantic provinces c 1 2 3 4 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency: Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table: 35-10-0178-01 (formerly CANSIM 252-0075),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release date: 2025-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Geography: Province or territory, Policing district/zone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Violations,"Total, all violations  [0]",,,,,"Total, all Criminal Code violations (including traffic)  [25]",,,,,"Total, all Criminal Code violations (excluding traffic)  [50]",,,,,Total violent Criminal Code violations  [100] 8,,,,,Total property crime violations  [200],,,,,Total other Criminal Code violations  [300],,,,,Total Criminal Code traffic violations  [900] 9,,,,,Total impaired driving  [910] 9 10 11,,,,,Total other Criminal Code traffic violations  [920] 9,,,,,Total Federal Statute violations  [400],,,,,Total Drug violations  [401],,,,,"Possession, cannabis (pre-legalization)  [4140] 12",,,,,"Possession, cocaine  [4120] 13",,,,,"Total, possession, other Controlled Drugs and Substances Act drugs  [410] 13",,,,,"Total cannabis, trafficking, production or distribution (pre-legalization)  [420] 12 14 15",,,,,"Total cocaine, trafficking, production or distribution  [430]",,,,,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution  [440]",,,,,"Possession, sale, etc., for use in production of or trafficking in substance  [4590] 14 16",,,,,Total Cannabis Act  [450] 12 15,,,,,Youth Criminal Justice Act  [6450],,,,,Total other Federal Statutes  [610],,,,,Bankruptcy Act  [6100],,,,,Income Tax Act  [6150],,,,,Canada Shipping Act  [6200],,,,,Canada Health Act  [6250],,,,,Customs Act  [6300],,,,,Competition Act  [6350],,,,,Excise Act  [6400],,,,,Total Immigration and Refugee Protection Act  [620] 17,,,,,Firearms Act  [6550],,,,,National Defence Act  [6560],,,,,Quarantine Act  [6600],,,,,Other federal statutes  [6900],,,,
"Sussex, New Brunswick, municipal [13036]",,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Woodstock, New Brunswick, municipal [13037]",,530,503,730,733,811,512,494,715,721,793,474,459,668,675,727,110,143,120,146,167,275,261,444,390,392,89,55,104,139,168,38,35,47,46,66,11,4,13,15,30,27,31,34,31,36,18,9,15,12,18,16,8,14,11,16,0,0,0,0,0,2,0,0,0,0,8,2,2,3,3,0,0,0,0,0,0,1,2,2,6,5,5,9,5,4,0,0,0,0,0,1,0,1,1,3,1,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"Tracadie Sheila, New Brunswick, Royal Canadian Mounted Police, rural [13048] 23",,1416,1656,1584,1468,1389,1362,1599,1527,1432,1364,1228,1460,1396,1296,1225,531,630,559,445,446,513,651,625,612,578,184,179,212,239,201,134,139,131,136,139,88,66,55,73,51,46,73,76,63,88,54,57,57,36,25,41,42,49,31,20,0,0,0,0,0,3,1,0,2,1,6,13,7,7,3,0,0,0,0,0,7,7,20,10,14,16,18,15,7,1,0,0,0,0,0,9,3,7,5,1,0,0,0,0,0,13,15,8,5,5,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,6,7,2,3,0
"Blackville, New Brunswick, Royal Canadian Mounted Police, rural [13049] 23 27",,380,321,293,350,405,356,307,281,346,389,319,253,261,309,361,134,95,93,115,118,147,114,124,150,199,38,44,44,44,44,37,54,20,37,28,23,24,7,20,12,14,30,13,17,16,24,14,12,4,16,20,11,8,4,16,0,0,0,0,0,0,0,1,0,0,5,3,1,0,1,0,0,0,0,0,4,3,0,0,0,9,1,6,4,15,0,0,0,0,0,2,4,0,0,0,1,1,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0
"BNPP Regional, New Brunswick, municipal [13050]",,249,276,235,252,280,249,272,233,250,279,232,254,216,235,256,109,90,86,98,118,102,116,110,112,113,21,48,20,25,25,17,18,17,15,23,7,13,12,12,15,10,5,5,3,8,0,4,2,2,1,0,4,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"St. Basile, New Brunswick, municipal [13051]",,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Rivière-Verte, New Brunswick, municipal [13054]",,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Doaktown, New Brunswick, Royal Canadian Mounted Police, rural [13055] 23",,199,252,207,223,228,186,244,203,219,222,165,217,187,202,203,47,71,78,64,74,93,125,91,111,112,25,21,18,27,17,21,27,16,17,19,17,14,14,13,12,4,13,2,4,7,13,8,4,4,6,11,8,4,4,6,0,0,0,0,0,0,1,1,1,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,1,4,2,3,3,2,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Rogersville, New Brunswick, Royal Canadian Mounted Police, rural [13056] 23",,300,239,226,272,222,290,237,221,269,219,260,223,207,264,212,80,72,65,86,92,149,135,126,158,102,31,16,16,20,18,30,14,14,5,7,22,10,12,4,2,8,4,2,1,5,10,2,5,3,3,10,2,4,3,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,5,0,1,3,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Sunny Corner, New Brunswick, Royal Canadian Mounted Police, rural [13057] 23",,550,519,444,443,506,526,487,436,430,496,484,453,412,393,457,146,141,163,143,175,258,256,184,195,234,80,56,65,55,48,42,34,24,37,39,35,24,15,24,25,7,10,9,13,14,24,32,8,13,10,17,27,6,10,9,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,0,0,0,0,0,1,3,0,2,1,13,21,4,4,4,0,1,0,0,0,2,0,0,1,0,4,2,0,0,0,3,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
"Bouctouche, New Brunswick, Royal Canadian Mounted Police, rural [13058] 23",,530,538,436,397,206,509,525,428,391,204,467,489,393,380,189,127,118,109,90,74,273,323,239,260,95,67,48,45,30,20,42,36,35,11,15,31,19,12,6,9,11,17,23,5,6,21,13,8,6,2,20,13,6,5,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,1,3,0,0,6,7,1,4,0,1,0,0,0,0,7,5,1,0,1,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
"Richibucto, New Brunswick, Royal Canadian Mounted Police, rural [13059] 23",,863,1047,1113,1171,1011,806,1019,1097,1148,1003,710,933,1014,1033,916,204,296,306,315,287,381,494,518,541,465,125,143,190,177,164,96,86,83,115,87,76,52,47,63,45,20,34,36,52,42,57,28,16,23,8,53,22,12,20,6,0,0,0,0,0,1,0,1,1,0,7,1,3,3,1,0,0,0,0,0,7,5,3,4,2,31,13,4,10,3,0,0,0,0,0,7,3,1,2,0,0,0,1,0,0,4,6,3,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,4,0,1,1
"Shediac, New Brunswick, Royal Canadian Mounted Police, rural [13060] 23",,1391,1479,1363,1575,1656,1331,1429,1327,1543,1621,1178,1301,1205,1416,1495,283,357,337,403,392,696,753,715,816,911,199,191,153,197,192,153,128,122,127,126,125,81,77,84,68,28,47,45,43,58,60,50,36,32,35,51,42,30,26,31,0,0,0,0,0,7,3,2,3,1,11,8,5,10,11,0,0,0,0,0,12,11,6,6,12,10,10,10,6,4,0,0,0,0,0,11,10,7,1,3,1,1,0,0,0,8,7,6,6,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,2,1,0,0,0,3,0,4,4,1
"Caledonia Region, New Brunswick, Royal Canadian Mounted Police, rural [13062] 23",,1413,1394,1457,1403,1424,1377,1374,1438,1383,1405,1206,1266,1318,1280,1260,269,339,319,333,341,807,797,850,813,727,130,130,149,134,192,171,108,120,103,145,124,69,68,64,96,47,39,52,39,49,36,20,19,20,19,28,15,10,17,14,0,0,0,0,0,4,2,0,0,2,4,3,3,6,7,0,0,0,0,0,6,4,4,5,2,9,6,2,6,3,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,7,5,9,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,0,0,0,0,0,1,0,0,0,3,3,4,3,3
"Sackville, New Brunswick, Royal Canadian Mounted Police, rural [13063] 23",,538,468,535,543,253,515,457,527,529,248,454,414,492,480,225,113,93,120,155,85,288,279,297,276,107,53,42,75,49,33,61,43,35,49,23,45,28,21,27,16,16,15,14,22,7,23,11,8,14,5,18,10,6,12,4,0,0,0,0,0,2,1,0,0,0,2,0,0,3,1,0,0,0,0,0,6,2,2,4,2,3,4,2,5,0,0,0,0,0,0,5,3,2,0,1,0,0,0,0,0,5,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1
"Hampton, New Brunswick, Royal Canadian Mounted Police, rural [13064] 23",,686,590,647,724,336,670,573,639,716,335,597,535,578,640,278,158,134,168,162,87,367,348,308,336,159,72,53,102,142,32,73,38,61,76,57,66,31,37,33,31,7,7,24,43,26,16,17,8,8,1,11,13,5,7,0,0,0,0,0,0,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,5,4,1,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,1,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0
"Sussex, New Brunswick, Royal Canadian Mounted Police, rural [13065] 23",,1144,1170,1244,1537,1200,1124,1152,1223,1509,1181,1030,1058,1152,1420,1097,241,327,245,339,322,643,575,721,878,609,146,156,186,203,166,94,94,71,89,84,77,71,52,57,52,17,23,19,32,32,20,18,21,28,19,15,17,14,20,15,0,0,0,0,0,0,3,1,1,1,8,6,5,9,7,0,0,0,0,0,0,3,0,3,2,3,2,3,7,5,0,0,0,0,0,4,3,5,0,0,3,0,0,3,2,2,1,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1
"Grand Bay Westfield, New Brunswick, Royal Canadian Mounted Police, rural [13066] 23",,408,372,452,475,463,400,358,444,468,461,346,313,400,415,388,95,74,122,101,113,208,209,237,269,227,43,30,41,45,48,54,45,44,53,73,46,25,22,35,41,8,20,22,18,32,8,14,8,7,2,5,10,5,6,2,0,0,0,0,0,1,0,1,3,0,0,0,1,2,0,0,0,0,0,0,2,3,0,0,1,0,5,2,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,0
"St George, New Brunswick, Royal Canadian Mounted Police, rural [13067] 23",,488,561,564,668,624,471,551,552,663,619,419,497,523,622,575,145,164,137,166,163,206,276,281,337,308,68,57,105,119,104,52,54,29,41,44,39,35,18,33,32,13,19,11,8,12,17,10,12,5,5,9,7,2,3,4,0,0,0,0,0,1,0,1,0,0,3,3,1,0,1,0,0,0,0,0,0,1,0,1,0,1,2,0,0,3,0,0,0,0,0,4,1,0,2,0,0,0,3,0,1,8,3,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,1,0
"St Stephen, New Brunswick, Royal Canadian Mounted Police, rural [13068] 23",,818,1115,1296,1325,1255,783,1080,1268,1302,1235,717,1016,1219,1240,1130,230,290,312,275,250,353,549,681,757,636,134,177,226,208,244,66,64,49,62,105,46,37,32,28,65,20,27,17,34,40,35,35,28,23,20,30,22,9,20,14,0,0,0,0,0,3,2,1,3,0,9,3,3,9,4,0,0,0,0,0,1,3,1,0,2,14,10,2,7,7,0,0,0,0,0,3,4,2,1,1,0,0,2,0,0,5,13,17,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,1,3,0,0,0,0,0,1,1,0,0,0,1,3,1,0,1,2,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,3,1,1,2
"Campobello, New Brunswick, Royal Canadian Mounted Police, rural [13069] 23",,10,23,21,15,26,9,22,21,15,26,7,19,16,13,22,6,2,5,5,7,1,15,9,7,9,0,2,2,1,6,2,3,5,2,4,2,1,5,2,2,0,2,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Deer Island, New Brunswick, Royal Canadian Mounted Police, rural [13070] 23",,15,25,13,21,17,14,24,13,20,17,14,24,13,19,16,3,8,4,4,8,10,14,8,15,7,1,2,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grand Manan, New Brunswick, Royal Canadian Mounted Police, rural [13071] 23",,160,225,240,322,218,158,213,232,310,212,142,197,205,284,190,57,64,75,97,84,65,100,83,141,79,20,33,47,46,27,16,16,27,26,22,13,13,20,19,16,3,3,7,7,6,2,12,8,12,6,1,7,7,11,4,0,0,0,0,0,0,1,2,0,3,0,2,1,0,0,0,0,0,0,0,0,0,3,9,1,1,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,1
"McAdam, New Brunswick, Royal Canadian Mounted Police, rural [13072] 23",,151,132,188,187,145,140,124,184,181,142,130,114,178,172,131,20,17,35,29,31,94,77,121,115,77,16,20,22,28,23,10,10,6,9,11,3,5,3,4,9,7,5,3,5,2,11,8,4,6,3,8,7,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,3,0,2,1,4,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elsipogtog, New Brunswick, Royal Canadian Mounted Police, rural [13073] 23",,805,844,945,1050,918,756,808,917,1006,887,708,774,883,947,834,251,257,331,340,304,295,326,343,402,298,162,191,209,205,232,48,34,34,59,53,43,29,31,54,42,5,5,3,5,11,49,36,28,44,31,45,34,26,44,25,0,0,0,0,0,0,2,1,3,4,4,3,3,3,3,0,0,0,0,0,18,10,10,16,5,22,17,12,22,12,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,4,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2,1,0,5
"Chipman, New Brunswick, Royal Canadian Mounted Police, rural [13074] 23",,128,166,180,223,181,127,163,180,220,177,119,151,170,215,168,43,40,50,51,52,64,96,100,138,80,12,15,20,26,36,8,12,10,5,9,8,11,8,1,5,0,1,2,4,4,1,3,0,3,4,1,3,0,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keswick, New Brunswick, Royal Canadian Mounted Police, rural [13075] 23",,1038,974,1146,1153,1129,1001,954,1128,1144,1114,916,870,1052,1059,1045,245,278,296,283,290,550,498,611,640,588,121,94,145,136,167,85,84,76,85,69,59,62,57,52,36,26,22,19,33,33,37,20,18,9,15,20,17,16,8,13,0,0,0,0,0,1,1,2,1,0,4,1,5,2,2,0,0,0,0,0,2,2,4,2,4,7,6,4,2,6,0,0,0,0,0,6,7,1,1,1,6,0,0,0,1,11,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,5,0,1,1,1,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0
"Minto, New Brunswick, Royal Canadian Mounted Police, rural [13076] 23",,348,448,450,453,512,339,444,443,446,500,316,418,429,427,457,103,175,135,127,148,184,193,241,242,229,29,50,53,58,80,23,26,14,19,43,18,15,11,14,24,5,11,3,5,19,9,4,7,7,12,7,3,5,6,9,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,2,3,2,2,3,5,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Nackawic, New Brunswick, Royal Canadian Mounted Police, rural [13077] 23",,301,309,387,347,432,288,296,378,344,425,249,278,359,325,408,85,82,93,95,108,144,162,234,191,250,20,34,32,39,50,39,18,19,19,17,32,13,14,13,12,7,5,5,6,5,13,13,9,3,7,11,12,7,2,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,7,4,4,1,3,1,5,2,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Oromotco, New Brunswick, Royal Canadian Mounted Police, rural [13078] 23",,1155,1254,1427,1477,1008,1129,1214,1408,1462,995,1045,1140,1327,1354,942,271,348,302,342,236,654,651,849,821,537,120,141,176,191,169,84,74,81,108,53,66,53,51,56,36,18,21,30,52,17,26,40,19,15,13,16,31,15,12,10,0,0,0,0,0,3,3,1,1,1,3,5,3,1,3,0,0,0,0,0,5,11,4,5,4,3,9,4,5,2,0,0,0,0,0,2,3,3,0,0,1,0,1,1,1,9,9,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,5,3,1,1
"Perth Andover, New Brunswick, Royal Canadian Mounted Police, rural [13080] 23",,728,833,762,730,800,707,813,745,714,782,628,740,683,621,685,171,201,211,160,194,349,426,358,376,372,108,113,114,85,119,79,73,62,93,97,30,22,11,28,23,49,51,51,65,74,21,20,17,16,18,18,16,12,14,11,0,0,0,0,0,1,1,2,0,0,7,3,2,3,3,0,0,0,0,0,2,3,1,2,1,6,7,7,8,6,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,3,4,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
